SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-1HCUA-0006-SM-ACKV9,,B1,,7.8,Blood,Whole Blood,13756,-155,,BP-57961,RNA isolation_PAXgene Blood RNA (Manual),11/10/2014,LCSET-7848,10/06/2015,TruSeq.v1,RNASEQ,,0.981196,667467,0.965166,,0.982887,0.806533,,18152,1,,76,,0.00268552,153,0,9.56E+07,0.0342179,215757,9.73E+07,1.24E+07,,18164,4.76E+07,,,0,0.158633,0.982887,0.792731,9.56E+07,0.0040504,2.16E+07,1.04E+08,2.17E+07,198,2.17E+07,2.21E+07,0.00336678,2.18E+07,50.1137,0.00221728,0.984578,,0,50.0892
GTEX-1HCVE-0006-SM-ADEH2,,C1,,8.8,Blood,Whole Blood,13756,586,,BP-58083,RNA isolation_PAXgene Blood RNA (Manual),11/14/2014,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.97221,1.31E+06,0.945623,,0.97878,0.732309,,17847,1,,76,,0.00345695,98,0,7.78E+07,0.0536526,211239,7.95E+07,8.40E+06,,17861,3.85E+07,,,0,0.213314,0.97878,0.71677,7.78E+07,0.00401402,1.72E+07,1.04E+08,1.74E+07,122,1.77E+07,1.71E+07,0.00373362,1.75E+07,49.7277,0.00265861,0.98535,,0,50.3663
GTEX-1HFI6-0005-SM-A9SK6,,B1,,9.1,Blood,Whole Blood,13756,880,,BP-58083,RNA isolation_PAXgene Blood RNA (Manual),11/14/2014,LCSET-7847,09/27/2015,TruSeq.v1,RNASEQ,,0.984184,1.97E+06,0.929999,,0.985794,0.688689,,21887,1,,76,,0.00740665,118,0,9.86E+07,0.0690242,184512,1.00E+08,1.86E+07,,21915,4.90E+07,,,0,0.24131,0.985794,0.678905,9.86E+07,0.00879365,2.13E+07,1.05E+08,2.15E+07,137,2.16E+07,1.76E+07,0.00809902,2.14E+07,49.8477,0.0018446,0.987404,,0,50.2142
GTEX-1HFI7-0005-SM-ADEH1,,B1,,8.8,Blood,Whole Blood,13756,-227,,BP-58083,RNA isolation_PAXgene Blood RNA (Manual),11/14/2014,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.980777,2.18E+06,0.918811,,0.987296,0.761522,,18254,1,,76,,0.00377592,132,0,8.64E+07,0.0803268,411291,8.75E+07,9.20E+06,,18261,4.28E+07,,,0,0.157289,0.987296,0.751848,8.64E+07,0.00398077,1.82E+07,8.89E+07,1.84E+07,153,1.86E+07,1.74E+07,0.00387767,1.85E+07,49.8394,0.00470144,0.993814,,0,50.2765
GTEX-1HKZK-0005-SM-ARL73,,B1,,9.1,Blood,Whole Blood,13756,-81,,BP-58459,RNA isolation_PAXgene Blood RNA (Manual),11/26/2014,LCSET-8137,02/23/2016,TruSeq.v1,RNASEQ,,0.990095,1.55E+06,0.942357,,0.99048,0.787381,,18104,1,,76,,0.00202102,112,0,6.01E+07,0.0571868,217100,6.07E+07,3.43E+06,,18118,2.98E+07,,,0,0.154976,0.99048,0.779885,6.01E+07,0.0026277,1.30E+07,3.25E+07,1.30E+07,123,1.34E+07,1.21E+07,0.00232424,1.27E+07,48.6519,0.00357767,0.990865,,0,50.0308
GTEX-1HR98-0005-SM-A9SKM,,C1,,7,Blood,Whole Blood,13756,1204,,BP-58459,RNA isolation_PAXgene Blood RNA (Manual),11/26/2014,LCSET-7847,09/27/2015,TruSeq.v1,RNASEQ,,0.952758,303671,0.978001,,0.95429,0.794385,,17170,1,,76,,0.00673373,90,0,6.47E+07,0.019945,171252,6.78E+07,1.21E+07,,17173,3.21E+07,,,0,0.183616,0.95429,0.758074,6.47E+07,0.00889482,1.53E+07,1.17E+08,1.54E+07,109,1.54E+07,1.70E+07,0.00781254,1.54E+07,50.0442,0.00252742,0.955822,,0,50.1826
GTEX-1HR9M-0005-SM-AHZ26,,B1,,8.3,Blood,Whole Blood,13756,679,,BP-58459,RNA isolation_PAXgene Blood RNA (Manual),11/26/2014,"LCSET-8132,LCSET-8324",01/08/2016,TruSeq.v1,RNASEQ,,0.958353,450806,0.981343,,0.960391,0.804543,,16508,1,,76,,0.0020725,111,0,9.87E+07,0.017676,208721,1.03E+08,4.22E+06,,16512,4.91E+07,,,0,0.1768,0.960391,0.772676,9.87E+07,0.00332729,2.33E+07,1.68E+08,2.35E+07,149,2.35E+07,2.82E+07,0.00269856,2.35E+07,50.0442,0.00203116,0.96243,,0,50.1452
GTEX-1HSGN-0006-SM-ACKVH,,B1,,8,Blood,Whole Blood,13756,-53,,BP-58459,RNA isolation_PAXgene Blood RNA (Manual),11/26/2014,LCSET-7848,10/06/2015,TruSeq.v1,RNASEQ,,0.987361,604580,0.961449,,0.989224,0.810632,,18455,1,,76,,0.00314619,129,0,8.03E+07,0.0380443,230539,8.12E+07,1.15E+07,,18465,4.00E+07,,,0,0.150818,0.989224,0.801896,8.03E+07,0.00450361,1.80E+07,7.80E+07,1.82E+07,145,1.82E+07,1.87E+07,0.00382362,1.81E+07,49.7891,0.00283991,0.991087,,0,50.3054
GTEX-1HSKV-0006-SM-ARZL9,,B1,,8.4,Blood,Whole Blood,13756,591,,BP-58459,RNA isolation_PAXgene Blood RNA (Manual),11/26/2014,LCSET-8136,01/23/2016,TruSeq.v1,RNASEQ,,0.955921,778362,0.96716,,0.959125,0.784556,,17154,1,,76,,0.00240337,86,0,6.22E+07,0.0321304,132701,6.48E+07,2.79E+06,,17161,3.06E+07,,,0,0.182605,0.959125,0.752487,6.22E+07,0.0041836,1.42E+07,1.13E+08,1.48E+07,112,1.53E+07,1.81E+07,0.00329051,1.40E+07,47.7901,0.00204687,0.96233,,0,50.9552
GTEX-1HSMO-0005-SM-ADEGW,,C1,,7.9,Blood,Whole Blood,13756,669,,BP-58509,RNA isolation_PAXgene Blood RNA (Manual),12/01/2014,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.936726,186367,0.991458,,0.942479,0.818657,,16572,1,,76,,0.00297245,141,0,1.07E+08,0.00717397,365198,1.13E+08,1.23E+07,,16574,5.28E+07,,,0,0.172801,0.942479,0.771567,1.07E+08,0.00295229,2.57E+07,2.06E+08,2.57E+07,182,2.60E+07,3.23E+07,0.00296243,2.61E+07,50.0979,0.00322806,0.948231,,0,49.9226
GTEX-1HSMP-0006-SM-AHZ25,,B1,,7.6,Blood,Whole Blood,13756,-241,,BP-58509,RNA isolation_PAXgene Blood RNA (Manual),12/01/2014,LCSET-8132,11/22/2015,TruSeq.v1,RNASEQ,,0.963929,431036,0.976295,,0.965259,0.829527,,16864,1,,76,,0.00717646,96,0,8.16E+07,0.0217823,268354,8.45E+07,1.56E+07,,16865,4.05E+07,,,0,0.146768,0.965259,0.800709,8.16E+07,0.00911515,1.89E+07,1.23E+08,1.91E+07,117,1.90E+07,2.17E+07,0.00814447,1.91E+07,50.0886,0.00317556,0.966589,,0,50.2479
GTEX-1HSMQ-0006-SM-ARU6N,,B1,,6.6,Blood,Whole Blood,13756,-100,,BP-58509,RNA isolation_PAXgene Blood RNA (Manual),12/01/2014,LCSET-8135,01/23/2016,TruSeq.v1,RNASEQ,,0.992694,652577,0.965233,,0.994143,0.821743,,17885,1,,76,,0.00256625,136,0,7.66E+07,0.0342568,178044,7.71E+07,2.47E+06,,17896,3.82E+07,,,0,0.14349,0.994143,0.81693,7.66E+07,0.00368106,1.69E+07,3.58E+07,1.70E+07,155,1.71E+07,1.64E+07,0.00312284,1.70E+07,49.8617,0.00231005,0.995592,,0,50.1016
GTEX-1HT8W-0006-SM-A9G17,,C1,,8,Blood,Whole Blood,13756,1164,,BP-58648,RNA isolation_PAXgene Blood RNA (Manual),12/05/2014,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.981938,367758,0.974051,,0.988212,0.744225,,20544,1,,76,,0.00385722,117,0,7.31E+07,0.0253898,244063,7.40E+07,5.90E+06,,20566,3.62E+07,,,0,0.229826,0.988212,0.735452,7.31E+07,0.00496731,1.67E+07,6.08E+07,1.68E+07,121,1.70E+07,1.48E+07,0.00440148,1.69E+07,49.9649,0.00329852,0.994486,,0,50.1641
GTEX-1HUB1-0005-SM-ARL74,,B1,,7.5,Blood,Whole Blood,13756,611,,BP-58648,RNA isolation_PAXgene Blood RNA (Manual),12/05/2014,LCSET-8137,02/23/2016,TruSeq.v1,RNASEQ,,0.98102,702924,0.964106,,0.981731,0.767947,,17598,1,,76,,0.00202143,91,0,6.34E+07,0.035404,142529,6.46E+07,3.05E+06,,17606,3.15E+07,,,0,0.196159,0.981731,0.753917,6.34E+07,0.00287891,1.45E+07,9.95E+07,1.47E+07,109,1.49E+07,1.60E+07,0.00244986,1.43E+07,48.9579,0.00220552,0.982442,,0,50.4637
GTEX-1I19N-0006-SM-A9G18,,C1,,7.1,Blood,Whole Blood,13756,726,,BP-58648,RNA isolation_PAXgene Blood RNA (Manual),12/05/2014,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.982917,378329,0.976449,,0.988067,0.747876,,19275,1,,76,,0.00411287,114,0,7.88E+07,0.022933,333167,7.98E+07,7.23E+06,,19291,3.91E+07,,,0,0.228573,0.988067,0.738952,7.88E+07,0.0044154,1.79E+07,6.16E+07,1.81E+07,131,1.83E+07,1.55E+07,0.00426136,1.81E+07,49.8105,0.00417597,0.993218,,0,50.3035
GTEX-1I1CD-0005-SM-ADEGY,,C1,,8.3,Blood,Whole Blood,13756,585,,BP-58648,RNA isolation_PAXgene Blood RNA (Manual),12/05/2014,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.956694,601487,0.977359,,0.963259,0.763006,,19897,1,,76,,0.00337045,195,0,1.17E+08,0.0215011,331759,1.22E+08,1.16E+07,,19916,5.81E+07,,,0,0.214353,0.963259,0.734972,1.17E+08,0.0042817,2.72E+07,1.59E+08,2.73E+07,220,2.77E+07,2.80E+07,0.00382297,2.76E+07,49.9221,0.00272238,0.969823,,0,50.1539
GTEX-1I1GP-0006-SM-A96RJ,,C1,,8,Blood,Whole Blood,13756,1051,,BP-58679,RNA isolation_PAXgene Blood RNA (Manual),12/08/2014,LCSET-7845,09/19/2015,TruSeq.v1,RNASEQ,,0.990155,399954,0.977942,,0.991662,0.762803,,18982,1,,76,,0.00215845,137,0,7.64E+07,0.0215237,227492,7.70E+07,2.42E+06,,18995,3.80E+07,,,0,0.215139,0.991662,0.756442,7.64E+07,0.00278609,1.75E+07,5.15E+07,1.76E+07,147,1.77E+07,1.60E+07,0.00247179,1.76E+07,49.8743,0.00295328,0.993168,,0,50.1945
GTEX-1I1GQ-0005-SM-ARU6O,,C1,,9.1,Blood,Whole Blood,13756,968,,BP-58679,RNA isolation_PAXgene Blood RNA (Manual),12/08/2014,LCSET-8135,01/23/2016,TruSeq.v1,RNASEQ,,0.985564,391330,0.978393,,0.986814,0.80447,,19585,1,,76,,0.00190817,127,0,8.37E+07,0.0211051,284010,8.48E+07,2.69E+06,,19597,4.17E+07,,,0,0.173923,0.986814,0.793862,8.37E+07,0.00281971,1.94E+07,8.94E+07,1.95E+07,151,1.96E+07,2.06E+07,0.00236337,1.95E+07,49.8931,0.00334827,0.988063,,0,50.0977
GTEX-1I1GR-0006-SM-ARL75,,C1,,8.4,Blood,Whole Blood,13756,601,,BP-58679,RNA isolation_PAXgene Blood RNA (Manual),12/08/2014,LCSET-8137,02/23/2016,TruSeq.v1,RNASEQ,,0.944335,629902,0.971455,,0.945242,0.785249,,16946,1,,76,,0.00184863,83,0,6.99E+07,0.0279332,201105,7.40E+07,3.07E+06,,16955,3.47E+07,,,0,0.186207,0.945242,0.74225,6.99E+07,0.0026775,1.64E+07,1.35E+08,1.66E+07,105,1.69E+07,2.07E+07,0.00226267,1.62E+07,48.9276,0.00271785,0.946148,,0,50.4038
GTEX-1I1GS-0005-SM-DHXIW,,B1,,7.9,Blood,Whole Blood,13756,613,,BP-58679,RNA isolation_PAXgene Blood RNA (Manual),12/08/2014,LCSET-10303,01/14/2017,TruSeq.v1,RNASEQ,,0.966851,243795,0.99065,,0.967647,0.835577,,15572,1,,76,,0.00218137,140,0,1.10E+08,0.00860712,227385,1.14E+08,5.81E+06,,15574,5.48E+07,,,0,0.155073,0.967647,0.808544,1.10E+08,0.00277656,2.67E+07,1.91E+08,2.67E+07,199,2.67E+07,3.35E+07,0.00247872,2.67E+07,50.0201,0.00200066,0.968444,,0,50.0069
GTEX-1I1GT-0005-SM-A9SK5,,B1,,8.7,Blood,Whole Blood,13756,-182,,BP-58679,RNA isolation_PAXgene Blood RNA (Manual),12/08/2014,LCSET-7847,09/27/2015,TruSeq.v1,RNASEQ,,0.98212,894847,0.951865,,0.983935,0.786578,,19190,1,,76,,0.00662177,112,0,7.94E+07,0.0474341,370831,8.07E+07,1.39E+07,,19201,3.95E+07,,,0,0.165287,0.983935,0.773942,7.94E+07,0.00879709,1.74E+07,7.34E+07,1.76E+07,128,1.76E+07,1.62E+07,0.00770742,1.75E+07,49.8501,0.0045926,0.98575,,0,50.2095
GTEX-1I1GV-0005-SM-AHZ27,,B1,,7,Blood,Whole Blood,13756,1095,,BP-58679,RNA isolation_PAXgene Blood RNA (Manual),12/08/2014,"LCSET-8132,LCSET-8324",01/08/2016,TruSeq.v1,RNASEQ,,0.968001,357978,0.978608,,0.970534,0.799679,,17198,1,,76,,0.00206938,100,0,6.55E+07,0.0205935,235404,6.75E+07,2.72E+06,,17203,3.25E+07,,,0,0.178929,0.970534,0.776116,6.55E+07,0.00363492,1.54E+07,9.36E+07,1.55E+07,118,1.56E+07,1.67E+07,0.0028501,1.55E+07,49.7917,0.00348735,0.973067,,0,50.2455
GTEX-1I1HK-0005-SM-ARZL8,,B1,,9.3,Blood,Whole Blood,13756,1042,,BP-58880,RNA isolation_PAXgene Blood RNA (Manual),12/12/2014,LCSET-8136,01/23/2016,TruSeq.v1,RNASEQ,,0.977526,2.23E+06,0.902264,,0.980818,0.67197,,19522,1,,76,,0.00268672,102,0,5.84E+07,0.0972314,217407,5.95E+07,2.54E+06,,19538,2.88E+07,,,0,0.230294,0.980818,0.659081,5.84E+07,0.00436433,1.22E+07,8.05E+07,1.25E+07,113,1.30E+07,1.14E+07,0.00352271,1.20E+07,48.1466,0.00365342,0.984111,,0,50.5372
GTEX-1I4MK-0006-SM-A96RI,,B1,,9.3,Blood,Whole Blood,13756,-112,,BP-58880,RNA isolation_PAXgene Blood RNA (Manual),12/12/2014,LCSET-7845,09/19/2015,TruSeq.v1,RNASEQ,,0.984799,1.32E+06,0.958959,,0.985858,0.796709,,17281,1,,76,,0.00200057,115,0,9.59E+07,0.0403782,181664,9.72E+07,3.19E+06,,17288,4.78E+07,,,0,0.162251,0.985858,0.785442,9.59E+07,0.00238099,2.21E+07,1.32E+08,2.21E+07,160,2.22E+07,2.51E+07,0.00219058,2.21E+07,49.9233,0.00186836,0.986918,,0,50.0799
GTEX-1I6K6-0006-SM-ARZLA,,B1,,9.1,Blood,Whole Blood,13756,-26,,BP-58918,RNA isolation_PAXgene Blood RNA (Manual),12/15/2014,"LCSET-8136,LCSET-8682",02/23/2016,TruSeq.v1,RNASEQ,,0.980453,5.96E+06,0.867231,,0.982647,0.66816,,20878,1,,76,,0.00228374,151,0,1.07E+08,0.131992,537384,1.09E+08,6.13E+06,,20907,5.28E+07,,,0,0.199071,0.982647,0.656565,1.07E+08,0.00355229,2.11E+07,1.49E+08,2.15E+07,172,2.21E+07,1.84E+07,0.0029166,2.08E+07,48.4626,0.00494439,0.984841,,0,50.4464
GTEX-1I6K7-0005-SM-ARL72,,B1,,8.3,Blood,Whole Blood,13756,-26,,BP-59118,RNA isolation_PAXgene Blood RNA (Manual),12/19/2014,LCSET-8137,02/23/2016,TruSeq.v1,RNASEQ,,0.988344,998680,0.964049,,0.988636,0.817258,,18023,1,,76,,0.00205183,116,0,7.54E+07,0.0355974,308255,7.63E+07,3.28E+06,,18031,3.75E+07,,,0,0.146791,0.988636,0.80797,7.54E+07,0.00260308,1.70E+07,5.77E+07,1.70E+07,142,1.73E+07,1.81E+07,0.00232738,1.68E+07,49.2716,0.00404267,0.988928,,0,50.0187
GTEX-1ICG6-0006-SM-A96RH,,B1,,8.6,Blood,Whole Blood,13756,-29,,BP-59158,RNA isolation_PAXgene Blood RNA (Manual),12/22/2014,LCSET-7845,09/19/2015,TruSeq.v1,RNASEQ,,0.992011,547132,0.965005,,0.993438,0.817774,,18258,1,,76,,0.00253248,134,0,7.47E+07,0.0341974,322707,7.52E+07,2.30E+06,,18268,3.72E+07,,,0,0.147231,0.993438,0.812408,7.47E+07,0.00317293,1.65E+07,3.97E+07,1.66E+07,151,1.67E+07,1.61E+07,0.00285225,1.65E+07,49.7961,0.00429121,0.994866,,0,50.2084
GTEX-1ICLY-0005-SM-A9G16,,B1,,8.5,Blood,Whole Blood,13756,455,,BP-59158,RNA isolation_PAXgene Blood RNA (Manual),12/22/2014,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.975155,580543,0.973604,,0.981808,0.775007,,19274,1,,76,,0.00399987,113,0,8.46E+07,0.0258105,356962,8.61E+07,7.53E+06,,19287,4.19E+07,,,0,0.198597,0.981808,0.760908,8.46E+07,0.00480714,1.90E+07,7.91E+07,1.93E+07,136,1.95E+07,1.84E+07,0.00439547,1.94E+07,49.8367,0.00414436,0.98846,,0,50.3448
GTEX-1IDFM-0005-SM-ADEGX,,C1,,7.4,Blood,Whole Blood,13756,669,,BP-59199,RNA isolation_PAXgene Blood RNA (Manual),12/23/2014,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.951848,501806,0.979899,,0.958214,0.793566,,17105,1,,76,,0.00323588,142,0,1.13E+08,0.0186163,453478,1.18E+08,1.17E+07,,17112,5.61E+07,,,0,0.186334,0.958214,0.760406,1.13E+08,0.00378163,2.65E+07,1.87E+08,2.68E+07,200,2.71E+07,3.03E+07,0.00350694,2.70E+07,49.9176,0.00383392,0.96458,,0,50.2285
GTEX-1IDJC-0005-SM-A9G1C,,B1,,8.3,Blood,Whole Blood,13756,-138,,BP-59239,RNA isolation_PAXgene Blood RNA (Manual),12/26/2014,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.980476,561351,0.965734,,0.985725,0.801865,,18016,1,,76,,0.0037539,96,0,7.40E+07,0.0334626,135794,7.51E+07,6.01E+06,,18018,3.67E+07,,,0,0.163869,0.985725,0.790419,7.40E+07,0.00456942,1.69E+07,9.14E+07,1.69E+07,118,1.71E+07,1.78E+07,0.00415415,1.71E+07,50.0639,0.00180842,0.990974,,0,50.0817
GTEX-1IDJD-0006-SM-ARZLC,,B1,,9.1,Blood,Whole Blood,13756,-83,,BP-59239,RNA isolation_PAXgene Blood RNA (Manual),12/26/2014,LCSET-8136,01/23/2016,TruSeq.v1,RNASEQ,,0.986959,1.11E+06,0.957419,,0.989231,0.811135,,19158,1,,76,,0.00254282,114,0,6.51E+07,0.0422198,212626,6.58E+07,2.50E+06,,19175,3.23E+07,,,0,0.146284,0.989231,0.8024,6.51E+07,0.00398412,1.43E+07,3.78E+07,1.44E+07,123,1.47E+07,1.50E+07,0.00326182,1.42E+07,49.2099,0.0032305,0.991503,,0,50.2404
GTEX-1IDJE-0006-SM-A9G1B,,B1,,8.9,Blood,Whole Blood,13756,-77,,BP-59256,RNA isolation_PAXgene Blood RNA (Manual),01/02/2015,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.984725,573854,0.953763,,0.990154,0.799448,,19882,1,,76,,0.00382865,120,0,6.56E+07,0.0459069,228531,6.62E+07,5.73E+06,,19895,3.25E+07,,,0,0.154315,0.990154,0.791577,6.56E+07,0.00461154,1.42E+07,3.08E+07,1.44E+07,123,1.45E+07,1.32E+07,0.00421281,1.44E+07,49.8808,0.00345106,0.995583,,0,50.2723
GTEX-1IDJF-0005-SM-ARU6P,,B1,,8.3,Blood,Whole Blood,13756,-3,,BP-59256,RNA isolation_PAXgene Blood RNA (Manual),01/02/2015,LCSET-8135,01/23/2016,TruSeq.v1,RNASEQ,,0.989483,780473,0.964968,,0.990724,0.82556,,18222,1,,76,,0.00224309,140,0,8.05E+07,0.0346286,678475,8.12E+07,2.63E+06,,18233,4.01E+07,,,0,0.139408,0.990724,0.817902,8.05E+07,0.0029966,1.79E+07,4.76E+07,1.80E+07,159,1.81E+07,1.85E+07,0.00261938,1.80E+07,49.8646,0.00835485,0.991965,,0,50.2107
GTEX-1IDJH-0006-SM-CMKFT,,B1,,8.9,Blood,Whole Blood,13756,756,,BP-59256,RNA isolation_PAXgene Blood RNA (Manual),01/02/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.989817,514774,0.980359,,0.990772,0.772934,,20691,1,,76,,0.00221391,276,0,1.19E+08,0.0190488,499140,1.20E+08,7.90E+06,,20718,5.94E+07,,,0,0.207426,0.990772,0.765801,1.19E+08,0.0031845,2.72E+07,8.43E+07,2.74E+07,273,2.74E+07,2.55E+07,0.00269874,2.73E+07,49.8967,0.00414714,0.991727,,0,50.1963
GTEX-1IDJI-0006-SM-CMKFJ,,B1,,7.7,Blood,Whole Blood,13756,-32,,BP-59333,RNA isolation_PAXgene Blood RNA (Manual),01/06/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.989578,659239,0.980006,,0.990331,0.843536,,19041,1,,76,,0.0024516,269,0,1.31E+08,0.0190643,415335,1.32E+08,9.79E+06,,19049,6.52E+07,,,0,0.13647,0.990331,0.83538,1.31E+08,0.00291796,3.06E+07,1.34E+08,3.07E+07,300,3.07E+07,3.56E+07,0.0026846,3.07E+07,49.9465,0.00314416,0.991084,,0,50.0886
GTEX-1IDJU-0006-SM-CMKFK,,B1,,8.3,Blood,Whole Blood,13756,-29,,BP-59333,RNA isolation_PAXgene Blood RNA (Manual),01/06/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.992629,1.03E+06,0.946796,,0.993772,0.769464,,20522,1,,76,,0.00222805,164,0,9.56E+07,0.0526436,234473,9.62E+07,6.57E+06,,20542,4.76E+07,,,0,0.177332,0.993772,0.764672,9.56E+07,0.00342153,2.08E+07,6.19E+07,2.10E+07,186,2.10E+07,1.87E+07,0.0028241,2.09E+07,49.883,0.00243667,0.994916,,0,50.1355
GTEX-1IE54-0005-SM-CMKFQ,,B1,,7.9,Blood,Whole Blood,13756,337,,BP-59440,RNA isolation_PAXgene Blood RNA (Manual),01/09/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.973136,394767,0.973116,,0.974159,0.782372,,17691,1,,76,,0.00198685,110,0,8.65E+07,0.0257028,261950,8.88E+07,6.65E+06,,17697,4.30E+07,,,0,0.190744,0.974159,0.762154,8.65E+07,0.00298817,2.02E+07,1.41E+08,2.03E+07,143,2.03E+07,1.98E+07,0.00248699,2.03E+07,50.0274,0.00295081,0.975182,,0,50.1552
GTEX-1IGQW-0005-SM-CMKFR,,C1,,7.4,Blood,Whole Blood,13756,1136,,BP-59440,RNA isolation_PAXgene Blood RNA (Manual),01/09/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.971287,702190,0.973271,,0.972249,0.796783,,19591,1,,76,,0.00222637,132,0,1.07E+08,0.0256654,255336,1.10E+08,7.49E+06,,19601,5.32E+07,,,0,0.176488,0.972249,0.774671,1.07E+08,0.00319376,2.48E+07,1.57E+08,2.50E+07,164,2.50E+07,2.79E+07,0.00270959,2.49E+07,49.8784,0.0023217,0.97321,,0,50.2125
GTEX-1IKJJ-0005-SM-CMKFS,,B1,,7.3,Blood,Whole Blood,13756,1084,,BP-59440,RNA isolation_PAXgene Blood RNA (Manual),01/09/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.967203,542965,0.983364,,0.968118,0.799713,,19238,1,,76,,0.00214125,192,0,1.34E+08,0.0153287,214019,1.38E+08,1.00E+07,,19250,6.65E+07,,,0,0.183652,0.968118,0.774216,1.34E+08,0.00294785,3.18E+07,2.32E+08,3.19E+07,250,3.20E+07,3.84E+07,0.00254417,3.19E+07,49.8596,0.00155176,0.969032,,0,50.1049
GTEX-1IKK5-0006-SM-CMKFI,,B1,,8.4,Blood,Whole Blood,13756,397,,BP-59440,RNA isolation_PAXgene Blood RNA (Manual),01/09/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.975561,629506,0.983066,,0.976342,0.803866,,18852,1,,76,,0.0022866,263,0,1.39E+08,0.0158939,140482,1.42E+08,8.89E+06,,18862,6.93E+07,,,0,0.1792,0.976342,0.784848,1.39E+08,0.00315413,3.32E+07,1.99E+08,3.32E+07,286,3.32E+07,3.75E+07,0.00272002,3.33E+07,50.0724,0.000986207,0.977122,,0,49.9926
GTEX-1IKOE-0005-SM-CMKFL,,B1,,8.6,Blood,Whole Blood,13756,-57,,BP-59701,RNA isolation_PAXgene Blood RNA (Manual),01/16/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.992007,3.04E+06,0.915608,,0.993315,0.74989,,19966,1,,76,,0.00199778,193,0,1.14E+08,0.0841038,467175,1.15E+08,7.42E+06,,19981,5.69E+07,,,0,0.165717,0.993315,0.744877,1.14E+08,0.00347322,2.43E+07,1.24E+08,2.44E+07,210,2.45E+07,2.36E+07,0.00273453,2.45E+07,50.0524,0.00406184,0.994623,,0,50.1768
GTEX-1IKOH-0006-SM-CMKFM,,B1,,7.1,Blood,Whole Blood,13756,1053,,BP-59701,RNA isolation_PAXgene Blood RNA (Manual),01/16/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.971135,895689,0.962706,,0.972183,0.776857,,17632,1,,76,,0.00142201,106,0,1.04E+08,0.036078,349002,1.07E+08,7.39E+06,,17634,5.19E+07,,,0,0.185848,0.972183,0.755248,1.04E+08,0.00263435,2.45E+07,1.85E+08,2.45E+07,150,2.45E+07,2.80E+07,0.00202753,2.45E+07,49.9965,0.00325318,0.973232,,0,50.0336
GTEX-1IL2U-0006-SM-CMKFP,,C1,,8.9,Blood,Whole Blood,13756,378,,BP-59701,RNA isolation_PAXgene Blood RNA (Manual),01/16/2015,LCSET-9116,07/18/2016,TruSeq.v1,RNASEQ,,0.988332,3.64E+06,0.908836,,0.989409,0.698921,,20781,1,,76,,0.00233396,148,0,1.18E+08,0.0905132,183983,1.19E+08,8.17E+06,,20808,5.86E+07,,,0,0.209915,0.989409,0.691519,1.18E+08,0.0033674,2.53E+07,1.92E+08,2.55E+07,175,2.55E+07,2.48E+07,0.00285012,2.55E+07,49.9661,0.00154761,0.990486,,0,50.1695
