gene,CGI_chr,CGI_start,CGI_end,mean_recurrence,meth_vs_exp_R_mean,meth_vs_exp_maxPvalue,age_vs_exp_R,age_vs_exp_Pvalue,WGBS_log2FC,WGBS_-log10(Pvalue),UCSC_CpG_Islands_Name,cpgs
CTBS,chr1,84574142,84574661,0.013580655846306725,-0.26517319428681124,3.970950957405573e-140,-0.2969350383449397,5.325866777749568e-13,-0.6877006063104145,0.430358838469478,chr1:85039825-85040344,['cg16692196']
ZNF670,chr1,247078277,247078899,0.001987413050679033,-0.13709482878515838,6.355557261904466e-35,-0.1589549205917819,0.07792051457949725,-0.1492397925451353,1.458118444746873,chr1:247241579-247242201,['cg00106446']
ZNF264,chr19,57191328,57192057,0.08336093629237055,-0.46443691029952533,0.0,-0.24613919282302163,4.770434682766781e-08,0.1297536022665327,5.107375191296922,chr19:57702696-57703425,"['cg15257259', 'cg18576158', 'cg25800082']"
UGGT2,chr13,96052975,96053655,0.4365684001324942,-0.15599175479614763,4.3565610518138487e-41,-0.02748309902464075,3075.482165708336,3.0115843195111407,83.87847312803923,chr13:96705229-96705909,"['cg25556204', 'cg22620274']"
ZNF284,chr19,44071963,44072411,0.05862868499503147,-0.27509341598938686,2.1705027327295158e-151,-0.13146163640103578,1.9946803973105622,0.6906966698562185,2.704030519808063,chr19:44576116-44576564,['cg24771266']
CACNA2D2,chr3,50502789,50503692,0.04780832505244562,-0.17569368306630703,9.110223759050587e-44,0.19215511439108943,0.0007047573179389215,0.0952005679963541,2.6919227855513945,chr3:50540220-50541123,"['cg13577493', 'cg00486627', 'cg03089869']"
CYTH1,chr17,78781428,78782308,0.0029811195760185492,0.04827322049735943,0.1621413555655065,-0.10706774075759233,21.994619429322057,-0.7228118017961999,0.7542426448718803,chr17:76777510-76778390,"['cg25174840', 'cg12784766']"
ABCC3,chr17,50634689,50635344,0.3471348128519377,-0.11150346616453011,2.924317391357288e-22,0.020453886736533804,3920.5975791969486,0.7932856535990633,7.327788463586649,chr17:48712050-48712705,['cg08014994']
SGSM2,chr17,2336336,2338253,0.03179860881086453,-0.0282849176745934,5575.3544533082695,0.03997013484630607,1860.2919339690418,-0.6358097996433897,0.2631315508314844,chr17:2239630-2241547,"['cg06240275', 'cg08561821', 'cg15961785', 'cg21378393', 'cg23276187']"
PALB2,chr16,23641066,23641597,0.024180192116594897,-0.040954717926848044,24.89417509607426,-0.05589498234344603,852.119851048875,-0.0654441835565045,0.0487545424436096,chr16:23652387-23652918,"['cg16426870', 'cg04035070', 'cg09705885', 'cg07866179']"
RPIA,chr2,88691451,88692069,0.024842663133487913,0.02948776462736463,5034.8113011623345,0.06102152284435242,640.1665054441683,0.0581159209188822,0.8319248803839873,chr2:88990969-88991587,"['cg21335187', 'cg22825116', 'cg01351177']"
TIGD5,chr8,143597067,143599681,0.010599536270288173,-0.06351791316239604,0.3369367674740353,-0.19972368028916623,0.0002127769289143285,0.2697544039246362,1.917191477700647,chr8:144679237-144681851,"['cg12753791', 'cg23309257', 'cg16873848']"
CCNJ,chr10,96043114,96044505,0.2656508777740974,-0.4459310598778767,0.0,-0.18061035428570527,0.004001442219592252,-0.266912813715836,1.0057254874618868,chr10:97802871-97804262,['cg24255928']
PLEKHG5,chr1,6497501,6497812,0.044882411394501484,-0.059451058235209325,0.007744151155384125,0.04622284072561005,1395.54649059229,-0.3640655868353381,0.055301729691433,chr1:6557561-6557872,"['cg18810133', 'cg01514859']"
MEIG1,chr10,14959273,14959841,0.00844650546538589,0.0135686287527304,4887.508888011585,-0.054172852501219726,934.4492118098138,-0.2779683683269328,0.072224909804419,chr10:15001272-15001840,"['cg14000147', 'cg00138712']"
HDAC1,chr1,32291813,32292433,0.03687755327371094,-0.23996260368071534,3.7541908055838107e-32,-0.17724225189796441,0.0065075590102785024,-0.3225618419739078,0.3791598571367837,chr1:32757414-32758034,"['cg10842753', 'cg14172124', 'cg20002354']"
TTC31,chr2,74482037,74482983,0.021971955393618195,-0.018349795198648586,4966.390411857853,-0.04113369330475934,1766.6430375676728,-0.473635454578448,0.2856597374834587,chr2:74709164-74710110,"['cg15717656', 'cg11955373', 'cg13297150']"
NCOA5,chr20,46089121,46090174,0.010378712597990504,-0.06811959981074606,2.785586991761922e-05,-0.25681875540336563,5.287018489457689e-09,-1.1464728909924118,0.2515105913488364,chr20:44717760-44718813,"['cg15584258', 'cg27139841', 'cg15037110']"
PPM1K,chr4,88283800,88284917,0.006459092414706856,-0.03319809534871658,71.29971402374991,-0.011163449129296808,5180.764191055507,-0.2871013514708502,0.7910822037715818,chr4:89204952-89206069,"['cg17127050', 'cg00072099']"
KIAA1328,chr18,36828595,36829326,0.0060947333554157,-0.05880764395321484,4266.990727692548,0.10267273448688571,32.359929113533695,-0.7355186889245677,0.1059757217654403,chr18:34408558-34409289,"['cg17307752', 'cg21278787', 'cg06115851', 'cg27062159', 'cg07169535']"
RASSF5,chr1,206506903,206508111,0.05697250745279894,-0.04935676435094561,0.024858698758034762,-0.09180217252734313,79.23900628425274,0.7605506402003883,8.788080662775313,chr1:206680236-206681444,['cg22237459']
NEBL,chr10,21173199,21174879,0.44120569725074527,-0.3499620625827269,1.476019740792479e-252,-0.04532984769695532,1456.20280982253,0.9586943811965456,23.704547810555415,chr10:21462128-21463808,['cg11787785']
ZNF408,chr11,46700429,46700878,0.018659600309153142,-0.006758101870175014,6242.448887330966,-0.3318067891841021,5.007712455736778e-17,-0.487326088492011,0.4838806175706221,chr11:46721979-46722428,"['cg25993851', 'cg15384392', 'cg14585160']"
FMNL3,chr12,49706659,49707804,0.012752567075190461,-0.014155134554128299,6071.02880354759,0.10181720694899482,34.82947039179563,1.215312397611715,10.944968132079072,chr12:50100442-50101587,"['cg26446275', 'cg02567981', 'cg11586335', 'cg00172270']"
UFSP2,chr4,185425640,185426417,0.00364359059291156,-0.09852636979072443,1.3601138208446376e-13,0.0320561679215346,2586.1217750276664,0.0395735656171715,1.1612142235616043,chr4:186346794-186347571,"['cg05331162', 'cg05352767']"
UNC5C,chr4,95548305,95548516,0.43954951970851275,-0.24706657596572387,8.700953823881096e-121,-0.04769114246650008,1299.835187410901,2.5347173786509103,15.864589093691295,chr4:96469456-96469667,['cg15701178']
CYP2U1,chr4,107931339,107932231,0.08678370321298443,-0.1434342070220218,1.0984896885030229e-36,-0.09742195196377554,50.40117592599043,0.2956728040840493,2.8929898881305025,chr4:108852495-108853387,"['cg17480204', 'cg23301257', 'cg12919977', 'cg04482003']"
HIBADH,chr7,27662601,27663232,0.01457436237164624,-0.027573075439511575,76.13644679511525,0.03303253623229663,2488.1945600414574,-1.1146424494372005,0.1660593288976208,chr7:27702220-27702851,['cg03792199']
SLC25A20,chr3,48898608,48899024,0.04173567406425969,-0.3644995195710923,9.784770238159127e-276,-0.3153018885993579,4.699179174941006e-15,-0.2734321952424949,0.0561516303768768,chr3:48936041-48936457,['cg18630857']
MAEA,chr4,1289462,1290543,0.010351109638953295,-0.034391624064803145,7651.646466303229,-0.22711223883692833,1.8699893626282044e-06,-0.4382891761979107,0.8074840651591827,chr4:1283250-1284331,"['cg02755561', 'cg10274364', 'cg05374867', 'cg01898370']"
MTR,chr1,236795014,236795902,0.02318648559125538,-0.0020546409347456333,1106.695720350365,0.044781502478448976,1494.3774599008364,-0.2989907206703101,0.6055410594905156,chr1:236958314-236959202,"['cg13088206', 'cg21218544']"
KLHL25,chr15,85794187,85795198,0.07673622612344044,-0.08714048658043216,1.1040231350209225e-06,0.1611822940054214,0.05840579040399499,0.260478253482107,2.4470599910391395,chr15:86337418-86338429,"['cg02763968', 'cg05457264', 'cg19282889']"
ADAM15,chr1,155050512,155051856,0.039913878767803904,-0.10417692448321367,0.00789954236011622,-0.18535812912589064,0.0019849656606648856,-0.093839025945837,0.3978727941593209,chr1:155022988-155024332,"['cg04018299', 'cg16095542']"
DLC1,chr8,13132581,13133405,0.40112620072871813,-0.26180965077943236,2.0398994926396637e-136,-0.08409897762421734,142.09300320262622,-0.1511661717839036,2.179890727908448,chr8:12990090-12990914,['cg05568274']
SAP30,chr4,173370728,173372122,0.00364359059291156,-0.07119026672724424,1.275814512761167e-07,-0.09758013361148549,49.74720566978516,-0.1671542471938131,0.1278722802157376,chr4:174291879-174293273,['cg21393018']
LRP10,chr14,22871645,22872283,0.04670420669095727,-0.02823760991488228,63.255965479093426,-0.28182895558360743,2.0357316274693773e-11,0.1474767090873793,0.0738375704897831,chr14:23340854-23341492,['cg06963648']
TCEA1,chr8,54022105,54022600,0.01937727724412057,-0.05670655571169951,66.09564012422321,-0.03298291065803652,2493.1153988136643,0.1762495145994466,0.828825877125392,chr8:54934665-54935160,"['cg01677098', 'cg06047473']"
EMP2,chr16,10580023,10580878,0.16296787015568068,-0.13038692250958445,2.4319053050421183e-31,-0.0236870094851301,3518.6385182435956,1.3810323749326148,24.9015885498148,chr16:10673880-10674735,['cg02915570']
UBA52,chr19,18571564,18572224,0.007750910897648229,-0.08021585230671538,0.0011490580401552913,0.18333135282795077,0.002683452341827909,-0.7738580997272233,0.5576561480375365,chr19:18682374-18683034,"['cg21915765', 'cg18470852', 'cg24372325', 'cg21203925', 'cg00762326']"
RBM23,chr14,22918883,22919648,0.062437893342166276,-0.22609286081138075,3.9764059794985e-90,-0.2643858382219314,1.0451095858291915e-09,0.027780808370496,1.5218132564113025,chr14:23388092-23388857,"['cg07971674', 'cg01529538']"
SLC34A2,chr4,25655497,25655925,0.4696919509771447,-0.22256074385411212,4.805961104690859e-97,-0.03862634911511689,1972.5959196091987,2.284901712762684,62.43380789822597,chr4:25657119-25657547,['cg09157302']
EFNA5,chr5,107669429,107672490,0.36071546869824445,-0.28395276574834427,7.444814523735679e-162,0.11351749137429053,12.167623853889308,1.320906260729931,68.48043026298255,chr5:107005130-107008191,['cg11474250']
GOLGA7B,chr10,97849668,97850359,0.30705531632991057,-0.12227768110530587,6.876959711468806e-17,0.006700732011009906,5827.071076271844,0.7397702046959823,4.84015866168263,chr10:99609425-99610116,"['cg01227827', 'cg00208412', 'cg19440955', 'cg02681733']"
EXD1,chr15,41230630,41231534,0.19712193147105367,-0.008380412516976006,944.9628226718295,-0.1821618904777406,0.003188531039077762,1.3078137118424578,7.733640386438607,chr15:41522828-41523732,"['cg01142576', 'cg20315346', 'cg01936319', 'cg15827677', 'cg25129384', 'cg27324993', 'cg00597055', 'cg11445122', 'cg00751156']"
RDH10,chr8,73293988,73295944,0.008280887711162636,0.050367382182898435,720.407797543057,-0.028238147837161894,2991.256479930328,-0.007113472024489,2.86215907423662,chr8:74206223-74208179,"['cg25642048', 'cg23677990', 'cg20179892', 'cg18811986']"
DLG1,chr3,197298981,197299234,0.018549188473004307,-0.08781640361514612,6.95185391124282e-13,-0.014259676078440833,4745.782960027108,-0.1644297144231045,1.0767412570212809,chr3:197025852-197026105,['cg11077561']
ZNF501,chr3,44729444,44729645,0.14822789002981118,-0.47723578788500265,0.0,-0.19441421962146965,0.0004953783551820183,1.6694637482550048,5.64209759523547,chr3:44770936-44771137,"['cg17913259', 'cg24837680']"
ZC3H15,chr2,186485770,186486882,0.031632991056641274,-0.03614910968203976,744.9628749711627,-0.1328668490287895,1.7138317040741515,-0.3775183123565188,0.0601737601773894,chr2:187350497-187351609,"['cg07001447', 'cg03285963']"
RXRA,chr9,134325216,134326232,0.16826763829082478,-0.01646597527841754,1001.9683867688639,-0.22233384441604429,4.4718099924910995e-06,-0.909859220297192,0.2858626904219602,chr9:137217062-137218078,['cg24341498']
TPD52L2,chr20,63864890,63865843,0.014243126863199736,0.007506751265591291,1940.6345470536778,-0.31836127588105956,2.068111158746567e-15,-1.4884470313489897,0.4106353701121967,chr20:62496243-62497196,"['cg12933587', 'cg09655559']"
PMS1,chr2,189783840,189784758,0.013249420337860219,0.0034298096180451123,988.2619059770765,-0.045671228554345716,1432.7941899530028,-0.1151043144627462,0.9184450742397696,chr2:190648566-190649484,"['cg06900856', 'cg09979956', 'cg26381592', 'cg26454191']"
TUBE1,chr6,112087203,112087707,0.006845533841227779,-0.08327625962472089,0.44503400509275215,-0.013715904308963823,4821.2240065220885,-0.7464405148035671,0.3388794021865235,chr6:112408406-112408910,"['cg18827738', 'cg11991806', 'cg20279784']"
CDC42SE2,chr5,131263642,131264713,0.0003312355084465055,-0.07551596606774139,2092.449529378502,-0.01729152062679578,4333.571296805096,-0.4210377492786425,0.009370314430006,chr5:130599335-130600406,"['cg26204713', 'cg02308795']"
PRKDC,chr8,47959898,47961347,0.008115269956939385,-0.054479621249418825,24.833912087793504,-0.022400483711043903,3675.9971241819553,-0.6285295724373378,0.0453002903706904,chr8:48872458-48873907,"['cg09303136', 'cg11220133']"
SRGAP1,chr12,63843623,63844621,0.23252732692944686,-0.10772890684462412,7.833538882565103e-09,-0.08116094772781927,175.6193318869669,-0.1647129852774949,0.4798676340180671,chr12:64237403-64238401,"['cg20746096', 'cg19191401', 'cg15326887']"
RNF182,chr6,13924868,13925279,0.05266644584299437,-0.18237512364580283,1.455162193787621e-56,-0.04327349623185452,1603.0456827592816,1.3474066770051836,7.218341209632235,chr6:13925099-13925510,"['cg22880757', 'cg27413430']"
RAC3,chr17,82030107,82032439,0.03676714143756211,-0.08583717209856058,3.3651466834987292e-12,0.08818276905933911,104.79983341342708,0.2701686754943616,2.617514625872316,chr17:79987983-79990315,['cg05214218']
FICD,chr12,108514925,108515698,0.001987413050679033,0.03549141907621335,6.553889669822887,-0.2704733081526509,2.7303269928601845e-10,-0.3074602371162651,0.0884406712212613,chr12:108908702-108909475,['cg09314358']
IRAK3,chr12,66188915,66189565,0.33123550844650546,-0.4044596925637684,0.0,-0.23429153450956097,4.862161641120098e-07,0.3128843016509983,1.508551438245179,chr12:66582695-66583345,['cg26279550']
HAS2,chr8,121639425,121640149,0.3560781715799934,-0.0012398683502998203,2627.4272371115267,-0.03774873400496991,2048.3528647777953,0.7987115513835266,6.443262513275724,chr8:122651665-122652389,"['cg04719491', 'cg11267609']"
PLTP,chr20,45911806,45912318,0.07088439880755217,-0.34224348970290974,9.6888648811432e-241,0.02187796161709565,3740.8988285960627,-0.6876409091098543,0.351530631877122,chr20:44540445-44540957,['cg11331678']
BTG1,chr12,92144934,92146557,0.004968532626697582,-0.002506676649655441,6834.486731677737,0.12489619253904465,3.9743807516808163,-0.0072960638214297,1.433967830829027,chr12:92538710-92540333,['cg06551025']
FAR1,chr11,13668041,13669177,0.06591586618085458,-0.6368362000754973,0.0,-0.22490332881450134,2.80501634052846e-06,0.431186992013136,0.6664764151339704,chr11:13689588-13690724,"['cg26240185', 'cg02831587']"
DNAJC30,chr7,73682796,73683933,0.019708512752567076,-0.05753391571448288,1694.8858852673932,-0.10666054095678634,22.809094167954026,1.1451793671512946,8.423625575384392,chr7:73097126-73098263,"['cg24701257', 'cg19879675', 'cg12099727', 'cg13277983', 'cg26561611', 'cg08903587']"
EPHA4,chr2,221571314,221574221,0.19134371204593129,-0.21901688767091101,3.83771843289231e-89,0.06263032653717211,583.1336904346329,1.023101999613677,29.80661663756248,chr2:222436034-222438941,"['cg26538529', 'cg05499262', 'cg08728892']"
GIT1,chr17,29588700,29589939,0.001987413050679033,-0.031123692706027974,27.059822608609846,-0.057006592244415816,802.050349274938,-0.3105333626825088,0.1658595905577324,chr17:27915718-27916957,['cg02959429']
PSMA6,chr14,35292194,35292648,0.019101247653748484,0.11512367934461724,4.43736825524373e-15,-0.24586332538922154,5.042526359369456e-08,0.5327325419485985,1.4106989425020704,chr14:35761400-35761854,"['cg09285771', 'cg15394648', 'cg22624926']"
PICK1,chr22,38057180,38057496,0.03356519818924589,-0.4235477249828055,0.0,-0.13274332383124374,1.736950559188168,0.5397390079331993,0.6135350128263726,chr22:38453187-38453503,"['cg19206653', 'cg19433955', 'cg05991331']"
APP,chr21,26169575,26171206,0.22060284862537263,-0.22871849906955688,3.006953731271559e-95,0.041835795706207095,1711.7380490889684,0.489189541495231,14.686986804530042,chr21:27541893-27543524,"['cg08015776', 'cg27372898']"
ITGA6,chr2,172427371,172428455,0.01331566743954952,-0.07312093737129728,0.012700033305848511,-0.03645061616826494,2163.9128945571383,0.2906636393738168,0.978544558309812,chr2:173292099-173293183,"['cg23563438', 'cg12661648', 'cg03295096', 'cg26703674', 'cg23624723']"
ATXN7L2,chr1,109484008,109484281,0.016230539913878766,-0.0157136549512667,1151.9109279594543,0.06081921772884544,647.6440435164695,-0.9322983314077922,0.3143194956319383,chr1:110026630-110026903,['cg13443371']
INSR,chr19,7293329,7294439,0.17025505134150382,-0.20939494160145666,2.053225233832816e-85,-0.05324545065354207,981.2530437553049,0.711614114819355,6.036028336105689,chr19:7293340-7294450,['cg22317104']
RBM17,chr10,6088823,6089811,0.01987413050679033,-0.05871745698221737,0.01994598786543155,-0.04699177177200592,1344.8043901766173,-0.0893873422674326,0.8997764404782177,chr10:6130786-6131774,"['cg22860891', 'cg09800975', 'cg13937608']"
MRPL44,chr2,223957211,223957858,0.029479960251738987,-0.07445681272026343,1.4384249948823993e-08,-0.2962581709653498,6.299963769080319e-13,-0.0861466748816399,0.2249541466056809,chr2:224821928-224822575,['cg19846927']
KATNAL1,chr13,30306762,30307802,0.019542894998343822,-0.03667578656036545,1498.8710048207236,-0.017575688627222145,4295.717660481182,0.1300990649505174,1.2220537896485024,chr13:30880899-30881939,"['cg04334947', 'cg05206690', 'cg07476548', 'cg19094126', 'cg07600127']"
KNTC1,chr12,122526714,122527218,0.023517721099701887,-0.011376734375086583,422.9997309145726,0.014493854181266216,4713.428026115041,0.0648776894084446,0.7967898506553998,chr12:123011261-123011765,"['cg08721831', 'cg12888127']"
CXCR4,chr2,136116516,136118210,0.01142762504140444,-0.11479446396815277,3.556893969012369e-17,0.22674935436610505,1.999373978231235e-06,-0.7420666076471358,0.096203732542257,chr2:136874086-136875780,"['cg02902079', 'cg10824187']"
DNAJA4,chr15,78264063,78265200,0.2805564756541901,-0.5543929260655505,0.0,0.1487624225244055,0.277419401948056,0.4069272476239066,11.0131587064561,chr15:78556405-78557542,['cg17246382']
ATPAF1,chr1,46668002,46668723,0.03941702550513415,-0.1703575824669967,2.134028515618429e-55,-0.24048346841805415,1.4675164002851145e-07,0.8406290808808891,3.5813015186695423,chr1:47133674-47134395,['cg26913791']
MTA2,chr11,62600982,62603019,0.012918184829413714,-0.015847260576361776,1124.270114041016,0.029862462018241425,2814.620423898063,0.805242818172916,25.14927682414033,chr11:62368454-62370491,['cg00501779']
ANKRD10,chr13,110914139,110916019,0.01689301093077178,-0.06465847728116461,2.0758289321687447e-05,-0.1318913476768052,1.9045316024744698,-1.3549314442701457,3.1344473519207217,chr13:111566486-111568366,"['cg03859684', 'cg01987347']"
ICMT,chr1,6235468,6236201,0.012586949320967208,-0.032626671263716656,16.9085480853259,-0.1384303704096348,0.9261432598104328,-0.5488365095850382,0.2026486491236314,chr1:6295528-6296261,['cg10118002']
BHLHE23,chr20,63004819,63007703,0.2643259357403114,-0.12710395834026686,1.6224972049574263e-26,-0.06142448111524118,625.4784525208917,1.5530775484346606,163.07582367825262,chr20:61636171-61639055,['cg14373923']
CA7,chr16,66844269,66845169,0.25714916639063706,-0.13594540915816733,1.4796404398346232e-27,0.04094901667054556,1781.284985169236,1.511971039546472,19.568800903603645,chr16:66878172-66879072,"['cg01532206', 'cg00560547', 'cg07095264']"
RECK,chr9,36036801,36037567,0.06624710168930109,-0.20916410230725155,3.231970152194999e-85,0.03760137669880615,2061.2602545206973,-0.3385854388409706,0.6233712053737465,chr9:36036798-36037564,['cg01258587']
GTF2F2,chr13,45120387,45120831,0.00571381252070222,-0.09228214459761513,5.6839575774784236e-06,-0.19363533720185408,0.0005596653365110007,-0.506668775758601,0.0689300958529977,chr13:45694522-45694966,"['cg10872447', 'cg04056025', 'cg00119011', 'cg08134704']"
SNHG7,chr9,136727790,136728976,0.009274594236502154,-0.026339728961843493,106.49607177688524,0.018541782429611242,4168.09623558316,-0.3193516190887316,0.1333195383848547,chr9:139622242-139623428,['cg13739116']
MAT2A,chr2,85538572,85539860,0.015071215634316,0.01593724775901518,5226.625597624788,-0.24569863687527757,5.2121348095290114e-08,-0.5828893111359801,0.0411375431171377,chr2:85765695-85766983,"['cg06978067', 'cg10439911']"
DHRS12,chr13,51803685,51804437,0.028751242133156673,-0.07784453669481088,0.003292352200448766,-0.252354774984504,1.3426224756853425e-08,-0.7929564939336682,0.3297837843108199,chr13:52377821-52378573,"['cg06063856', 'cg14160449', 'cg24911754', 'cg26894684', 'cg26851608']"
RARS2,chr6,87589902,87590227,0.008612123219609143,-0.0953279662177115,0.0011087382719343457,-0.23322632956440364,5.954673822313988e-07,-0.131257023441498,0.8121463463263847,chr6:88299620-88299945,"['cg15822546', 'cg18089324', 'cg16415121']"
DGKA,chr12,55931990,55932439,0.007949652202716132,-0.07292559528004193,2.830558426408066e-05,-0.0030747269559988615,6363.438103554073,0.1002643398972009,1.356188517699998,chr12:56325774-56326223,"['cg02002664', 'cg14921691', 'cg17536086']"
COPS2,chr15,49155142,49155379,0.01921165948989732,-0.10122368067122221,75.3058400369014,-0.059224540594521105,709.0582332651151,0.3575520046180837,0.6377164974753272,chr15:49447339-49447576,"['cg14317651', 'cg08060515', 'cg15029192']"
TRAPPC2L,chr16,88856263,88857568,0.014110632659821131,-0.07524828542659585,941.0408760171792,-0.18207367548313694,0.00323013594173473,0.7317165530187716,3.506942674286976,chr16:88922671-88923976,"['cg04541656', 'cg07002965', 'cg08696261', 'cg08781448', 'cg00151607']"
RAB11FIP5,chr2,73112164,73113605,0.04272938058959921,-0.10083166329966471,3.366246972776716e-15,0.11846547163034858,7.568338653228984,1.5552910215758873,43.86615070853979,chr2:73339292-73340733,"['cg04943085', 'cg24873743', 'cg10146185']"
ATP13A1,chr19,19663182,19663958,0.009937065253395164,-0.03375575563461282,266.9616599010572,0.0255724649241677,3294.4887969252777,-0.6024151840323843,0.0095728473767127,chr19:19773991-19774767,"['cg22467468', 'cg21736309']"
COG1,chr17,73192268,73193319,0.025615545986529754,-0.01639961769876992,1633.669737189379,0.04734341700921664,1322.0536933741623,0.0973352324033373,0.0734427862107704,chr17:71188407-71189458,"['cg26163374', 'cg00043371', 'cg21799227']"
PNPLA6,chr19,7533527,7536122,0.0241801921165949,-0.025014411010859845,5494.33856896935,-0.10749322983334289,21.171899593366803,0.5599517939406911,6.381051558060941,chr19:7598413-7601008,"['cg23037918', 'cg24984818', 'cg00098239']"
PLA2R1,chr2,160062163,160062666,0.49420337860218616,-0.3926758605873779,0.0,-0.054360213132193615,925.2057339059123,1.682837309407003,17.363631501873435,chr2:160918674-160919177,['cg10825876']
SCRIB,chr8,143815113,143816184,0.06205145191564535,-0.10870348247705136,1.8148404337938982e-17,0.07215460582283274,323.9721459270595,0.2995614021442341,1.5040232726940903,chr8:144897283-144898354,"['cg22232616', 'cg13527439', 'cg22251932']"
RIMKLB,chr12,8697367,8698807,0.030032019432483164,-0.36638584774662536,1.0724815077413544e-258,0.05070169977065637,1118.834708885137,-0.3322776976351395,0.2173429669646016,chr12:8849963-8851403,"['cg13233166', 'cg19381368', 'cg20390702']"
TMEM160,chr19,47048129,47048879,0.0003312355084465055,0.008548849855258178,3520.0039842272176,-0.07877041396062338,207.7373573943783,0.4087518043411055,2.3399534883905893,chr19:47551387-47552137,['cg26865258']
CSNK1G1,chr15,64355715,64356324,0.039085789996687645,0.0717333632036274,0.0376172406008,-0.25650773823117434,5.644999198948382e-09,-0.2447423476050956,0.2439643917149528,chr15:64647914-64648523,"['cg12400102', 'cg26653168']"
ENTPD4,chr8,23457151,23457977,0.015965551507121565,-0.08397222630413977,0.0034603203951981895,-0.07072812861284103,355.16039717248464,0.1521757673858048,1.9535315091062184,chr8:23314664-23315490,"['cg10606797', 'cg01385230', 'cg03266380', 'cg00472375', 'cg20168104']"
TRIM45,chr1,117121558,117122526,0.08380258363696588,-0.13503831088488527,8.294776593246451e-34,0.029827914652514394,2818.311868257975,1.028533726294499,6.852838503072584,chr1:117664180-117665148,['cg24335302']
PDRG1,chr20,31951720,31952156,0.012421331566743955,-0.058853153618843815,2.454443903651324,-0.16571349379120925,0.03210300111082588,-1.1148445145259762,0.3203394264902891,chr20:30539523-30539959,"['cg22384157', 'cg11189139']"
TMED10,chr14,75176161,75176673,0.03428287512421332,-0.008930798356149034,6810.149781106245,-0.09949988262042589,42.394839400159796,-0.9390922992861,0.1998048147922071,chr14:75642864-75643376,"['cg18672421', 'cg06817572']"
PPM1M,chr3,52245585,52246124,0.034117257369990064,-0.200289584318555,8.218373476814407e-78,-0.33369986523177775,2.9212846603935785e-17,-0.0239150888085428,2.7209241325590137,chr3:52279601-52280140,['cg13238350']
ZNF653,chr19,11505216,11506032,0.013801479518604394,-0.08721023225328726,44.18846988279563,-0.009426296338409286,5430.005912544445,-0.0172364719894575,0.000505240646137,chr19:11616031-11616847,"['cg22045107', 'cg13968182', 'cg23307218']"
SIRT3,chr11,235918,237290,0.014739980125869495,-0.08958152648532869,1.208354261447001e-05,-0.20658187214963664,6.899780537354965e-05,-0.4890124906853313,0.2997295413656856,chr11:235918-237290,"['cg03958208', 'cg07503829']"
FDXACB1,chr11,111878846,111879354,0.026896323285856245,-0.09053179832442146,0.0005314008498756671,-0.18010440505829334,0.004307207198511112,-0.0946125640380523,0.8243304847507208,chr11:111749570-111750078,"['cg19425100', 'cg17357132', 'cg18313530', 'cg10307590', 'cg26924025']"
EXOC6,chr10,92848280,92849282,0.007949652202716132,0.08227536208416728,5.2214246745691356e-11,-0.3051248867915062,6.734385658179962e-14,-0.3130969719048748,0.4778607040076735,chr10:94608037-94609039,['cg06657462']
UROS,chr10,125822760,125823628,0.021530308049022857,-0.10795695265764609,8.267895393475825e-07,0.011175451019623873,5179.05414245707,-0.5502463520121202,0.2096617662813125,chr10:127511329-127512197,"['cg02533235', 'cg25243854', 'cg19247001']"
PGS1,chr17,78378362,78379120,0.028734680357734348,0.013439683476811891,2265.4112148024915,-0.21243775471014686,2.5568394952406788e-05,0.337289581328805,0.3319042522781116,chr17:76374443-76375201,"['cg05112574', 'cg04453241', 'cg19476016', 'cg26615130']"
COBLL1,chr2,164840960,164842383,0.08943358728055648,-0.07533277007683695,7.85403982936495e-09,0.025548569756849597,3297.2802813940752,-0.3471886558799102,0.1224641657757763,chr2:165697470-165698893,['cg25815054']
DCXR,chr17,82036904,82037788,0.06078171579993375,-0.021332784568285773,1329.199704355253,0.09611824206260522,56.09101993677225,0.608677493348898,1.8445752801917568,chr17:79994780-79995664,"['cg07847925', 'cg10636821']"
ABCF1,chr6,30571206,30571710,0.016488167531559385,-0.01321193118085823,8337.879469312198,0.10244988520689782,32.9874834294662,-1.4591650714381486,0.1395410744904481,chr6:30538983-30539487,"['cg00599401', 'cg23657870', 'cg06241803', 'cg02197677', 'cg16792604', 'cg05385119', 'cg07657521', 'cg12495593', 'cg17753711']"
ZNF304,chr19,57351073,57351868,0.027740973832394832,-0.6694556086098616,0.0,-0.16095158948102972,0.06018685862003761,0.8565670250144338,6.493806990858271,chr19:57862441-57863236,"['cg23250910', 'cg21627760', 'cg10157975', 'cg13788592']"
HOXC13,chr12,53939021,53939947,0.41288506127856905,-0.1316983719648763,1.1605173148594516e-30,-0.03851074796917456,1982.465606246883,1.636960801559015,96.46757846845532,chr12:54332805-54333731,"['cg26283893', 'cg01839657']"
AASDH,chr4,56387302,56387579,0.02235839682013912,-0.025757400739934763,8159.738536183589,-0.21386311275592193,1.999240855036889e-05,-0.1652756173279214,0.7278630959159302,chr4:57253468-57253745,"['cg08423350', 'cg03289369']"
VGF,chr7,101162998,101165783,0.10831401126200729,0.010232270592885097,2799.6829758597883,-0.01828245993104706,4202.188112197698,0.7345919068046525,35.69537248474676,chr7:100806279-100809064,['cg21440829']
