,Beta
cg02135523,0.030473829433613542
cg17365845,0.02363944067219744
cg09161592,0.02934165163835164
cg26173997,0.01996443227550676
cg27565406,0.023721376809935572
cg00722445,0.021683990974855606
cg02460371,0.025917805310269146
cg07472438,0.023641681771357035
cg17567317,0.013205071543074005
cg01611748,0.021670836694310226
cg25019126,0.027905225351756303
cg03547730,0.01445329366182155
cg18209001,0.02996681168906894
cg23069036,0.01670570222780226
cg16220802,0.02337731810558048
cg13591723,0.02593838508574009
cg10797813,0.034159439282158637
cg18085866,0.021673673722432046
cg15301525,0.017483219055787032
cg08763705,0.019673014224786765
cg19083459,0.034127451035022356
cg26656208,0.025102447095151983
cg16527327,0.02222241307699862
cg25357155,0.011527030330961611
cg18703238,0.026677228760973212
cg16722058,0.019038035846263134
cg04205193,0.015062497772865646
cg13944939,0.02295297364057355
cg15261499,0.02323834164619423
cg11646203,0.02259580643070104
cg11159650,0.02839821975651737
cg07120314,0.019518570208400983
cg21566548,0.03137227596579449
cg16357866,0.020920291836992917
cg09438266,0.022197149430007355
cg14199148,0.019447109399382927
cg00881440,0.023568118782268176
cg04257362,0.0341331553337103
cg26406994,0.02562015724803814
cg22937574,0.01294488781348225
cg02358172,0.024387605381225783
cg13916316,0.01995774482378624
cg10354845,0.03739125438975692
cg06039624,0.026029532870043955
cg14687540,0.01919848795367182
cg27254392,0.02880002348380816
cg13297007,0.01726094925520075
cg17016094,0.03244164924806369
cg13910484,0.015097016834489427
cg07119855,0.022841989216496248
cg11799608,0.018873290961800935
cg11462016,0.01654523254618291
cg15535636,0.019735062823388994
cg03077836,0.016513010743693893
cg00469635,0.014164080393972633
cg03288655,0.028389440153675883
cg23098012,0.027109817603902207
cg17786216,0.027578657564428514
cg27486922,0.01573595956014121
cg17866680,0.022625112683984105
cg22125968,0.029066745648434856
cg26062174,0.016480631614954024
cg10440450,0.021495215552178634
cg08467108,0.02242184443002639
cg02877538,0.033674735163339624
cg11886511,0.01929198957865283
cg01453441,0.01596216139783453
cg24000232,0.013719100741243512
cg02588777,0.016878420473166487
cg17146640,0.016625531286252566
cg20158669,0.01848446478925731
cg13253481,0.02649161226541308
cg09366988,0.025355465855616217
cg09658429,0.029502117913169444
cg19302970,0.02575112161204701
cg27194614,0.02444057907972065
cg02744459,0.027777219539870623
cg02799712,0.01868117719670944
cg08610687,0.028369389265374682
cg26275371,0.013034161406970796
cg23568912,0.022601000294612872
cg02789043,0.022990574380261045
cg05152561,0.020349630477579244
cg17587138,0.015539214017953266
cg25646888,0.013418870700766696
cg14161426,0.0169590432076366
cg19577016,0.02323038985021581
cg13458645,0.016854350572286503
cg25527618,0.01924827941690868
cg06849719,0.023046450761546915
cg26310456,0.019498705532014462
cg17117277,0.020802524435602848
cg11713029,0.021684616530190576
cg05391509,0.024704644995762946
cg04663440,0.025476562445209187
cg24657520,0.019511171102749945
cg23606809,0.02807521673054206
cg26188632,0.023464731093387387
cg10343233,0.024396299610588437
cg19850348,0.029284823821177287
cg20776240,0.0171823773078525
cg13628146,0.026026459765548883
cg13098082,0.0307738417716212
cg06603113,0.022426567798232412
cg02386244,0.012246907589104575
cg09236434,0.026557311308013268
cg07483064,0.014200401855900461
cg10975057,0.026894849093126432
cg27449703,0.024874077276614996
cg04218812,0.027407035518387645
cg05072848,0.022087371214534742
cg11948421,0.015313349996432348
cg26652532,0.023949411068760636
cg04907505,0.019758984578006122
cg18175036,0.022167785976161807
cg03381304,0.013536107354599482
cg27109614,0.013748811033548258
cg12122509,0.012827790843650442
cg17617527,0.022694482300810268
cg01565028,0.031177325820749422
cg10021575,0.029852052321109546
cg19359929,0.011363387847309685
cg06348651,0.01766904727840793
cg02410524,0.02803429990474254
cg25960567,0.029513167127795035
cg02484708,0.038573018778976585
cg23581698,0.024666126710723664
cg27575501,0.024063540452331368
cg06073402,0.01162526171606649
cg07844931,0.027692967762794476
cg08991599,0.01969687704115221
cg22861185,0.02167318442102957
cg25463478,0.023314002024255102
cg25864125,0.034231892520322674
cg04289163,0.028632937602450028
cg11073494,0.03005948457266118
cg09476067,0.021700841137147698
cg11854806,0.02105432681109965
cg08245023,0.025959895110740427
cg22652561,0.018537726112691978
cg17456842,0.019941737210545103
cg24170511,0.012698998007978642
cg13788090,0.019494404838967173
cg13583309,0.02485694864035275
cg12533363,0.018471800621687726
cg02480104,0.012288601391497815
cg00157456,0.013136613517829987
cg23087084,0.025276523307434205
cg24313597,0.02144612263440153
cg24337786,0.038620724684189936
cg12647030,0.02761639784941256
cg16790890,0.014335389107891266
cg01505176,0.020592692583327337
cg26215227,0.02695341571962203
cg08978597,0.0240342962363609
cg21049567,0.023572039413112214
cg14669919,0.02602191896895901
cg24161615,0.03340241028898292
cg00463885,0.016476989705220647
cg01357925,0.01561220613466471
cg20803783,0.030747420711022162
cg04023150,0.02145082691417507
cg20591405,0.02242435143248482
cg23056823,0.026215871780190598
cg05972000,0.01742317548387007
cg21844956,0.02699497496926893
cg08541933,0.01801619991569679
cg19757154,0.014744921588351402
cg24378597,0.02347954132565872
cg00423729,0.03145700494262334
cg18897589,0.029402648529033903
cg04785227,0.020557450975658746
cg02146374,0.021499408885523527
cg07908946,0.033055405141459306
cg16252637,0.013544626154704111
cg07248043,0.013895773628341128
cg02688226,0.018004274883546906
cg00966890,0.02848342378706901
cg05637266,0.013250836323042298
cg24689754,0.021550941031355415
cg06321424,0.032712332264252915
cg00854006,0.02475682320940624
cg15059508,0.02449534504864233
cg09646206,0.015131666080630657
cg08080008,0.02237861341216009
cg23272189,0.019351852889848756
cg07150925,0.02002552499872581
cg13355248,0.0335730039792528
cg19967717,0.024677778690839806
cg26844171,0.013449247562413332
cg02963114,0.02533771202300462
cg13950210,0.014030278514933272
cg24224907,0.016586189325190587
cg18125549,0.016060816399950373
cg26479998,0.03521794589340639
cg21071989,0.02365001136789645
cg23494874,0.013348235055496186
cg14194048,0.02216682036228678
cg04749771,0.013766816415784837
cg27064064,0.020972841894125155
cg01088070,0.0270406236791779
cg24016627,0.024520847224439164
cg20450979,0.013150369045097145
cg01994542,0.027296433187139892
cg00426921,0.019266624482909937
cg24551420,0.027814774265236954
cg05753527,0.02821131918185671
cg02358165,0.027464447769204713
cg05317710,0.02307474366575284
cg00611485,0.02986340449783731
cg12740512,0.02669660658290443
cg25590798,0.014356649647711536
cg11618704,0.012406484805782879
cg04044561,0.0244410061814722
cg09781437,0.016077506167099038
cg00498603,0.015240527225437348
cg25296646,0.02119890115380417
cg14946192,0.013575741311919364
cg08734125,0.031255514120292226
cg01528063,0.030927903767482747
cg00920484,0.02564363054882514
cg24496586,0.020233525000555447
cg14042879,0.04001961338807706
cg22008490,0.025436115308270654
cg03466932,0.028053178584429014
cg07179924,0.021486995595501806
cg04977951,0.018820050129662435
cg00127424,0.035381817899398024
cg12095127,0.01980424198095408
cg10884341,0.01716062465513949
cg24623434,0.022404311807867998
cg07330908,0.03591718847815511
cg08004162,0.02859425609865663
cg24742512,0.028744088292317595
cg25941592,0.02492170318640371
cg02190610,0.03236775213209621
cg17825384,0.02895844323278422
cg21067709,0.01690203117582434
cg01250320,0.02197470985489028
cg02964396,0.01964998755829212
cg21458840,0.03062053994583039
cg09844775,0.01994115140668248
cg17644569,0.021790992920955012
cg16718920,0.023507168417377853
cg12073949,0.03073357583372264
cg02367949,0.02711025043222759
cg01785417,0.02998045981020072
cg18081750,0.0218642762516163
cg06046434,0.01400445188081068
cg18553939,0.027571964952677407
cg10817887,0.019380130764347612
cg17105358,0.027444279571173912
cg25189429,0.03261995095345539
cg20334627,0.022576442393136612
cg05173382,0.025848225462899
cg17761554,0.02378818694145728
cg08268798,0.01877615332669631
cg24973585,0.010935628544591307
cg16268473,0.018833434462535378
cg10824187,0.02180705178259612
cg14181169,0.022062299875016244
cg22772355,0.01802168276148701
cg12200142,0.023403984303319077
cg18075040,0.018677747314029634
cg20752818,0.02389959729833873
cg02888633,0.02759344175783128
cg06649520,0.019642149452690202
cg21047354,0.03407081098119877
cg02737149,0.036587266749079216
cg12783297,0.020953500964761406
cg09715682,0.016622940600411154
cg02354839,0.01704286354090923
cg20649951,0.016179306893955935
cg05009141,0.015833907659153074
cg27485189,0.026821097978643987
cg02572755,0.02266196061121659
cg13579957,0.02766529845878477
cg11362538,0.02098653106920889
cg08940669,0.02166561886192559
cg21434563,0.022070988255354976
cg05960081,0.021178792005066765
cg13305312,0.016344052778431963
cg20203327,0.024258931712226834
cg07217151,0.02977686287972797
cg02743985,0.020065563063704703
cg21672705,0.02265614900697783
cg13589330,0.026123854088413823
cg27586581,0.026195361048300763
cg26364097,0.024345526456191438
cg13933311,0.02306914307682322
cg16208106,0.02548864912760288
cg02172790,0.020715339006561802
cg25061048,0.037103697752174904
cg21338532,0.026000540815475065
cg08436365,0.031204030081181
cg09509238,0.0237937183487745
cg15724296,0.02214579316729548
cg17347471,0.020834925564358075
cg02889777,0.024620691410457765
cg05934259,0.028188334464008546
cg16555142,0.029255575182258412
cg08324950,0.01906027427181805
cg15881906,0.02464000189633754
cg04681862,0.02040615126058629
cg26246807,0.034683739933441135
cg13674556,0.03162688882304043
cg03001457,0.02630890621981733
cg15530554,0.03026665328443658
cg21810188,0.02282274535825456
cg27355527,0.014900169563905916
cg22753376,0.023332570463914355
cg08343265,0.024776600746191563
cg13195796,0.03163834951344629
cg03615913,0.02749236845364423
cg11858416,0.020787159108878173
cg20468365,0.015699540590706006
cg07794698,0.030839878837257566
cg12552033,0.025674462960916855
cg13179983,0.022017134534156872
cg06929287,0.027893699125757964
cg02741419,0.019074394987652878
cg11523685,0.017272640335881315
cg21606923,0.028364954084623764
cg12532398,0.019825566686756016
cg12116020,0.0305572255933937
cg11423323,0.02698106533169197
cg17858663,0.029267812977084133
cg25280876,0.03413671361923449
cg17725211,0.02765899063213507
cg09829636,0.02242104458248641
cg07920434,0.02838265068053802
cg07484673,0.02203177124503023
cg01070209,0.02363304725421828
cg10252086,0.01864536337421209
cg17405055,0.014655795367192621
cg02059996,0.025282692281727838
cg05520288,0.02027649118491688
cg11916729,0.019842633530990448
cg25792419,0.019461984677661238
cg14613832,0.027420686733181567
cg09177131,0.021511365170480513
cg02916932,0.019337139284805203
cg23257840,0.015700915630182718
cg12630974,0.03059169221099915
cg10291213,0.02584823369839671
cg26132490,0.030684723423164896
cg18412326,0.02189997756882057
cg18353550,0.016403030197200904
cg01924993,0.036133228068225366
cg05021923,0.01574078675076523
cg03863149,0.02423019407389627
cg16862315,0.02956952988151944
cg09263111,0.01781061013510844
cg10578602,0.019582147377354336
cg21176326,0.0265412363359135
cg14686798,0.0346072222112638
cg01302712,0.015368699316293618
cg09678836,0.017066137303586536
cg22045107,0.036833990767714354
cg11794265,0.035480581701028524
cg12645247,0.025789520152333014
cg18362429,0.026289387627204296
cg26828218,0.014439036056149029
cg00513060,0.018984248769703442
cg20045888,0.01539207215202426
cg03125565,0.01908090833168143
cg10079801,0.014207712790162025
cg06459916,0.014653549524169635
cg06331271,0.034306753697176076
cg16407953,0.023210706647023877
cg04301719,0.017247935257090927
cg12874092,0.01924535290504296
cg06552037,0.015390031816879774
cg15248835,0.03072872139501965
cg18346483,0.022497420032799826
cg06772870,0.01891178711337449
cg12185908,0.029424483968912354
cg21698840,0.024214928225996572
cg15316660,0.014241566221058693
cg07964128,0.01628178098041388
cg23888154,0.025323407861125805
cg12748926,0.020546311798925153
cg22063269,0.027872554088467626
cg16591228,0.029806372879006598
cg19388373,0.015038576619749016
cg07097636,0.01657004815192878
cg19022625,0.023786468817292794
cg14258243,0.03262031605498819
cg07793849,0.03208610300614874
cg27613852,0.0288370307388045
cg02356111,0.01905804945144539
cg13924755,0.021959713626886375
cg24179065,0.02020347980887995
cg18909698,0.01796175645902645
cg09713000,0.021532254330670738
cg13694461,0.017676824873775164
cg03612522,0.02128974549277558
cg10900437,0.01747993975422189
cg16545496,0.013579431314663904
cg01347548,0.024309323895777925
cg25810379,0.0279065358819269
cg04824553,0.021044776990121188
cg22471742,0.019467208032042427
cg11127711,0.016662352620690424
cg21329599,0.024734565794798574
cg18009376,0.012779571602982735
cg07436991,0.01751724955912796
cg05001453,0.022841673679230498
cg04814837,0.019676647262405617
cg11588857,0.021780589397539487
cg11712735,0.011970425711444056
cg22858562,0.032744704502993126
cg23647884,0.01698603554317478
cg06824980,0.02255817219450936
cg02512074,0.031518137600762615
cg18155226,0.025678747757408426
cg17368989,0.017294996940264047
cg07283778,0.023237049757648433
cg16631025,0.019311634551182833
cg07671603,0.019105191103577585
cg27299406,0.026302288950339894
cg01845244,0.02596207091970519
cg17035892,0.024943046470285283
cg08719551,0.018406895826177674
cg01468171,0.024882623014311343
cg18503856,0.024221590518215628
cg09865339,0.015094145383537901
cg18089324,0.021214375282334063
cg25297277,0.02619209256593462
cg18334412,0.01564044269413162
cg12669340,0.02278379358302057
cg16707062,0.02748503350695947
cg23215929,0.030051239729162647
cg05882878,0.018457510663421627
cg27484386,0.020822403217161344
cg21840256,0.014230143521086562
cg25254014,0.017573081662327072
cg27577933,0.019850637938898234
cg14780004,0.027339717716490793
cg21638063,0.01588712616247853
cg01083689,0.02484854152185771
cg15975282,0.022135389116587176
cg00629244,0.018422696890216375
cg22190291,0.0200775681987164
cg13749424,0.030327447795877968
cg05620842,0.01316034640947566
cg24626850,0.020387188605494117
cg25940949,0.022702334267211206
cg04720785,0.012564433507004567
cg08096582,0.028428142677459523
cg00547829,0.03149319316291986
cg25310909,0.03309427604064346
cg03755098,0.03315244213233692
cg20801500,0.030461854666334783
cg15820660,0.02146449285607145
cg26189112,0.023255008275479487
cg01307939,0.01337670385306432
cg24676409,0.01298146453347464
cg11544285,0.026569202055316214
cg00330464,0.03269772774764877
cg00797602,0.01832446076419556
cg09567983,0.022662231254699943
cg00024812,0.022055684908067117
cg10354859,0.025849284149447975
cg16031711,0.02522186658369157
cg23060735,0.02420838237398181
cg01814833,0.024214578085698997
cg12970695,0.02361808562651455
cg16863796,0.01916661545049948
cg11039789,0.03207306155018055
cg22941165,0.023094993271779416
cg01926858,0.018899447577736442
cg20462845,0.01736460541853001
cg08646988,0.015549092944195262
cg23548920,0.0262100443120562
cg04692420,0.028794149679485345
cg25515063,0.025337079442069706
cg14237930,0.026343981012318746
cg06053805,0.014537319084479151
cg07212963,0.031751675752972025
cg11997570,0.02587583781546182
cg11582546,0.019727608649034035
cg25209674,0.03032304928643723
cg09801842,0.012887630979260517
cg22472411,0.020425899606606953
cg15320455,0.024851753658714778
cg07843956,0.01429888314562836
cg02483484,0.021589446989493694
cg06860352,0.0189722805433973
cg05705035,0.024954830149804007
cg15538418,0.027747930321755012
cg23233673,0.01651605648254389
cg07375912,0.02002060882601076
cg07352234,0.02599842207608972
cg18547371,0.011899461002986677
cg17428324,0.025018596891977257
cg11384281,0.018080829482866323
cg04865672,0.026473860674678593
cg14398659,0.022646492113272212
cg18242131,0.023921680274624445
cg16040838,0.01875270220915244
cg16669541,0.034098835480480205
cg19037652,0.025983605986637442
cg21872608,0.026856827431855888
cg01107741,0.03243782425615596
cg14262678,0.015263777858056257
cg11913072,0.03412240984643145
cg02628801,0.016263564686321175
cg02539714,0.02271733104485316
cg17243637,0.02917520504803824
cg13748552,0.03172208309799476
cg01588060,0.023093164262600233
cg13964393,0.027013269719109806
cg00650856,0.022170566587085577
cg18008269,0.025547098371602302
cg20154084,0.01724996141072748
cg06277728,0.02059497382644103
cg06312137,0.026704082524987634
cg16340918,0.02615865102605765
cg17791945,0.016921314049376388
cg07880431,0.01934725935911982
cg07116314,0.023673949283791247
cg12071656,0.019709590177289935
cg03723556,0.017202710387631444
cg11520568,0.015663880452748174
cg14085328,0.02699855985162184
cg13542964,0.018155470050681032
cg17133967,0.019805271095428154
cg19163496,0.022360332630183992
cg18585306,0.027476907238837063
cg07062437,0.020574080991932375
cg13967864,0.014753124509033579
cg02465374,0.023243960994719245
cg04337628,0.01650047073018275
cg10297191,0.01651884006552466
cg09308829,0.03345566869728178
cg04307270,0.017871863671008684
cg12376941,0.0288179562041634
cg23917860,0.019321904934212198
cg05926943,0.026848860523902045
cg14870673,0.030562748751328184
cg25556905,0.02480811021593149
cg03523193,0.016114362350451078
cg26266862,0.03257227528268758
cg04722914,0.015280469328951772
cg19771400,0.016612698338199915
cg25568500,0.02541349336521659
cg17840343,0.021513423960556208
cg07805730,0.017733781620916732
cg20983312,0.01694109422963936
cg10713073,0.017407433752004854
cg08072574,0.012654509170943361
cg26126750,0.02033898740498114
cg21454030,0.02239927477941684
cg22177356,0.020855539492944834
cg25793521,0.02351804386010422
cg05180847,0.02408806276251402
cg12627454,0.022815785030832016
cg05311623,0.030264039629117744
cg08451598,0.012774096743371495
cg26317613,0.014110985537193413
cg22587751,0.014663534676275508
cg21081704,0.023664459635080827
cg23267217,0.01581984423446743
cg01351177,0.022187606627623837
cg05502662,0.017122759612280762
cg27303880,0.019830326690870065
cg10266124,0.018169758880315662
cg14383716,0.01573322245063314
cg11886476,0.013227980896351249
cg24798115,0.02036088707137507
cg06474131,0.027804603226755688
cg17299957,0.020932094476429967
cg23053438,0.021667853163447392
cg07086847,0.025334860271016904
cg19619653,0.025731854024019493
cg16355469,0.015430648376451663
cg27109057,0.03274856437021978
cg27588119,0.015060598061511011
cg03671748,0.026337658087710568
cg25983305,0.022680738310129324
cg15421236,0.026371879658576732
cg11533392,0.020206381322665477
cg04223844,0.028222278776938028
cg02738049,0.028784649366547243
cg26385256,0.019634110649062182
cg06537680,0.014761493525334728
cg00207926,0.033945545192688505
cg27284019,0.0262574673994074
cg05482832,0.014884494895284926
cg14816013,0.026491965331312393
cg12975220,0.02454653043975005
cg19124998,0.028753467475557352
cg14318946,0.0227366795276389
cg01730684,0.020323188639317605
cg16480966,0.013913095195270503
cg00315775,0.01614288427674112
cg07296147,0.026454892165639555
cg08970347,0.02368555152534201
cg26549552,0.011485037086721142
cg16761131,0.022638425613096924
cg14009745,0.034767893570392804
cg14118546,0.024973732549693796
cg06740963,0.015645832544654042
cg03609308,0.02662672484692304
cg25927642,0.02085415391657627
cg01452438,0.020056015085422697
cg16015966,0.021533487842097094
cg08347042,0.01962096095384435
cg14405996,0.02429773919518304
cg22886005,0.02427167858890811
cg22719559,0.027506140957115923
cg24364564,0.017444922040496545
cg24894764,0.023143248701116902
cg25052180,0.019903659241387275
cg03035419,0.021494692697076958
cg19635810,0.022400137491381596
cg27115548,0.029272502630593264
cg22389871,0.034950962769319464
cg18256236,0.030357681591876774
cg18238813,0.029429199933770644
cg22755008,0.017899550182606465
cg23210148,0.02045320187828027
cg04168939,0.02867492089433414
cg10461004,0.01390169719895374
cg21817833,0.02411889039611545
cg17039936,0.016412441808084134
cg03710176,0.025947502867609364
cg24367314,0.0260695508227339
cg10172165,0.02065304235247462
cg07304068,0.030657106692186353
cg08875078,0.013668659897961196
cg17957801,0.020646306982812616
cg00278028,0.03290849528498378
cg19976011,0.0291346324135884
cg11831711,0.016504034576377023
cg09965297,0.014642974474533488
cg13672975,0.030692137683723916
cg20983397,0.028337309559115103
cg02943769,0.023625886691433423
cg18456523,0.030009376516664917
cg26576481,0.0370340421876591
cg17859110,0.031816698182352374
cg04271782,0.02096255387253946
cg22591433,0.022187317581869963
cg04724793,0.020152146882135163
cg09166705,0.024310856006274903
cg09377149,0.025404905741170585
cg23166765,0.02317776581639682
cg10861495,0.02726917843902965
cg14334911,0.017476915720193543
cg19691797,0.02458048678633175
cg20807030,0.017156254137162413
cg16535062,0.025274241935509673
cg26320601,0.0258319034802029
cg19741704,0.017719727324531528
cg26243475,0.014677790182005226
cg05873285,0.03284432913860839
cg08423350,0.01612075024288626
cg07476548,0.028143252619618843
cg09652652,0.024177299592629653
cg19808285,0.01597663017610313
cg09821905,0.026471222621750057
cg16567957,0.023200275269957844
cg03924111,0.025343981128030754
cg12309957,0.01955932165042075
cg17354190,0.01541449063518939
cg00486627,0.01627641747895857
cg23919795,0.022425199293421256
cg22291922,0.027768286931690506
cg27351896,0.01862246536931501
cg24394020,0.03168563713033948
cg12925764,0.017207890375410234
cg24873388,0.02210491802289834
cg05794325,0.019329710883442302
cg26785250,0.019010698427674
cg06035161,0.013711196456425623
cg00608534,0.023965054249513385
cg05065989,0.026016740346362283
cg25306087,0.019469792558150546
cg21951425,0.021562166399047667
cg20472745,0.025627121515860565
cg19104656,0.013454288498978817
cg24850331,0.015484909806325371
cg18656860,0.02395664235015896
cg05532108,0.01901567474523343
cg24475443,0.018470535211926518
cg01460805,0.01868097768568733
cg22147449,0.027015071020120178
cg03513752,0.02989392773013055
cg07305215,0.03454667491957521
cg22922695,0.022019045165145266
cg07836661,0.013708959135354786
cg04467958,0.022132470399857218
cg07864765,0.023504329265509785
cg06379095,0.015580427237298885
cg26083396,0.019522316033208358
cg21936550,0.03364607188122514
cg00294658,0.030118564148433502
cg25108841,0.0250639893225003
cg04580334,0.018523893019732205
cg18194343,0.026571336198181614
cg21784052,0.019576352867707262
cg05915481,0.02463459342221818
cg21768899,0.021403367805844373
cg18123048,0.018250813333175204
cg09819654,0.025118388428626737
cg07077476,0.026070031315037538
cg04486568,0.02465901497283073
cg21836627,0.01607043560118028
cg02455064,0.012005436058929802
cg21294935,0.02478174994923531
cg25826526,0.012715102242287274
cg21973517,0.022292225350883262
cg26647312,0.023434237117257783
cg18368019,0.014739972335231914
cg21549333,0.01447119121623516
cg26253899,0.020857009942857732
cg12113561,0.027151019938308988
cg01348121,0.01816652286858048
cg04383369,0.021795231125031157
cg06008470,0.023595399324467727
cg24914404,0.023341717482804746
cg23015983,0.024066086980328534
cg02917596,0.01613454231741554
cg20155440,0.03173878753917431
cg19317012,0.020318710167319814
cg19930199,0.020576168666089762
cg13695877,0.013707144474855954
cg26139475,0.02013472519934956
cg04985324,0.01930183746444802
cg06900676,0.022499980729020225
cg11158482,0.019000898987192313
cg12940054,0.020177985792169846
cg15774543,0.023023201964523326
cg14332112,0.028644292581919313
cg17053075,0.030139331356878622
cg13206302,0.014950875987052305
cg14741685,0.022072425160559146
cg14064399,0.027693562202093236
cg23985619,0.035905706691842044
cg13550637,0.021319293221454663
cg02290238,0.02928790690952201
cg23005196,0.027713600969815868
cg07111599,0.022759775757715216
cg19144684,0.02646527844214373
cg13641470,0.030819064547699632
cg09848727,0.02072424630588882
cg23043438,0.013220418639432793
cg06554749,0.02580421915426178
cg15437457,0.03050283697871053
cg07309102,0.01969249066334199
cg10254974,0.019608410180311057
cg05386151,0.015677253372331577
cg02806352,0.014331986907607551
cg22588542,0.03138051568554147
cg01000073,0.025950808751566357
cg01106753,0.03208145650040021
cg00875200,0.018944213388076073
cg15210108,0.026264550214504558
cg15315096,0.02594068178443853
cg07210263,0.021656866442059244
cg13359649,0.02484567897028155
cg02547138,0.020659632674574404
cg05798107,0.013094369939441877
cg21424717,0.01920124214789308
cg11137483,0.026442328367707685
cg11559343,0.012925601119572921
cg17702076,0.02556375875147235
cg11562466,0.015030570525860093
cg23936900,0.030277652184811033
cg03574289,0.015309269764272437
cg18351479,0.017195627167986338
cg14559057,0.017886492177579223
cg13229494,0.017759502362993763
cg07802900,0.034271031409082824
cg16452086,0.01948024094452314
cg21877974,0.015763669526609955
cg24981564,0.02455748269660484
cg01137198,0.025522203396635888
cg26673609,0.017534395942266717
cg23811476,0.034280445538064516
cg16569430,0.02611293308685415
cg06080252,0.019885723387699807
cg24776469,0.025764854062658268
cg12943539,0.028241104114905116
cg13046164,0.02453584247901747
cg24684050,0.026543908140288206
cg21519645,0.023087592798178073
cg21415698,0.030771441941096968
cg08538682,0.025627107166029794
cg09268877,0.01665452446217947
cg01728866,0.018830947206472506
cg04768630,0.02538088145314915
cg03919694,0.018564242677475164
cg09358240,0.026394538207043756
cg18735519,0.020049352464849277
cg01097444,0.027702563739334243
cg14130322,0.015186657678231507
cg21188037,0.027396050817009215
cg20041802,0.01703792370862311
cg05768908,0.02180807311945366
cg04482003,0.02672513078042915
cg26770381,0.020459947827723594
cg18094366,0.02252212502050605
cg19404896,0.017108145338140385
cg06140118,0.012557752724166975
cg00376019,0.015783180410911486
cg19400000,0.014861503770923774
cg18426345,0.023452684268426286
cg22000980,0.03573645187577959
cg26538468,0.027820749273113503
cg11607927,0.028892176266737155
cg10764405,0.014850726336974448
cg11342910,0.026058794146700336
cg06796806,0.019380952647067635
cg18593717,0.014748929144052484
cg02893019,0.03266790601477172
cg05940971,0.02021195788484979
cg13387677,0.015886748402957847
cg18216674,0.029565055886818657
cg04459481,0.0184230772284064
cg24283842,0.030815060602591083
cg18979581,0.01983272650058974
cg11821817,0.01672443855334932
cg24422027,0.021208331728873694
cg08887356,0.034484295650026746
cg14189609,0.02588364728911274
cg02270183,0.027164031418636544
cg04396185,0.019484843819575715
cg09897338,0.016727854684641864
cg06377221,0.020928662784483038
cg27164031,0.028550607876404028
cg04714088,0.010596546682531583
cg03966406,0.020524357797213955
cg04141691,0.017596632453736476
cg11118396,0.034964404182709824
cg22636278,0.017117439631014388
cg15726378,0.017096279860738122
cg14919554,0.021978948958611567
cg26102760,0.01974276341728377
cg04657467,0.021640246055629277
cg09101826,0.02769684720544191
cg04056025,0.017954324814661575
cg15785720,0.029829694550698952
cg14014471,0.028801059799894186
cg19591588,0.016137920413954735
cg20338628,0.024755608204689295
cg01136750,0.02316916179089675
cg12394067,0.020361398641439057
cg12973168,0.03128822461554664
cg24913324,0.02474021689302813
cg19972124,0.012020785577076096
cg01555029,0.02550072958316247
cg08494545,0.011206740512046696
cg14520626,0.024210370434649665
cg24397040,0.022643642150589307
cg02573121,0.018932533340384642
cg25160286,0.019434099076904545
cg24193339,0.025849511296603088
cg03981352,0.02422490069952789
cg06175512,0.023861729877625696
cg07942273,0.03176639390527674
cg27079023,0.018504686696018367
cg25224222,0.021657570864733255
cg14835392,0.017640406098942744
cg19646445,0.020807927488795484
cg02789441,0.027093902447218925
cg16764115,0.03981879070565955
cg20674725,0.025154419962418847
cg06656689,0.021905139035310068
cg05253326,0.02021767700241905
cg10432632,0.02472020344129803
cg05748073,0.025182705880087843
cg17898823,0.02720624872923227
cg02599293,0.029841670244808795
cg14637253,0.015175192683430982
cg21383151,0.011341897326951535
cg17394176,0.0349712141086341
cg10827984,0.020345284745799934
cg04204967,0.0253114153647948
cg02056135,0.031576509124772396
cg04541656,0.029853195444543863
cg16822216,0.01997480340478643
cg09420988,0.013661148984431925
cg24129947,0.03436240707849465
cg24683070,0.028341148276112397
cg17904786,0.03215266344514194
cg01511884,0.02789384654116634
cg01180513,0.03164658580543236
cg13412461,0.03144715589386748
cg18090384,0.017798446594867737
cg04988673,0.016026207287852992
cg10727654,0.018142493803943387
cg12963850,0.017997402549314354
cg26437123,0.027658963985457113
cg21722680,0.027589937820783828
cg03575467,0.030994114636888562
cg23657870,0.01726194425058412
cg09334331,0.02372669510398807
cg24975662,0.02354317374442291
cg07268270,0.02873235718868622
cg27607319,0.027236122527086824
cg09898060,0.01345877459497085
cg15012484,0.03086543635894832
cg04439159,0.028040396970980885
cg11802172,0.01815726171884223
cg09745440,0.02430071241550555
cg04560269,0.019308184566160593
cg00885176,0.023894830307213916
cg17676096,0.0305508991017788
cg27055842,0.027729238006989697
cg19510792,0.011754621820773505
cg06887275,0.02098190797560268
cg20712058,0.02743864388775681
cg13040009,0.023394005661506265
cg12095507,0.017527599042803634
cg25153887,0.024388260452662677
cg14645209,0.02808391988298092
cg10573386,0.02698725292100552
cg00072099,0.013427680545839683
cg10338465,0.01882982686284185
cg11067468,0.0258689768979749
cg05481991,0.028903906074002284
cg23706422,0.023544701317016997
cg15597821,0.013230090204874123
cg25105066,0.025612010057109003
cg17073432,0.030792947330337415
cg19305293,0.020203477116704695
cg21029451,0.02312627962126271
cg12741345,0.025630133263334177
cg12508214,0.018016641567527164
cg08268254,0.020553133185915753
